year,time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
2005,200405,Academic year,National,E92000001,England,Final,Business studies,Female,NA,17,43,70,90,98,12036
2006,200506,Academic year,National,E92000001,England,Final,Business studies,Female,NA,19,45,72,90,98,12135
2007,200607,Academic year,National,E92000001,England,Final,Business studies,Female,NA,20,48,74,92,99,11794
2008,200708,Academic year,National,E92000001,England,Final,Business studies,Female,NA,20,48,75,92,99,12295
2009,200809,Academic year,National,E92000001,England,Final,Business studies,Female,NA,21,49,76,92,99,12353
2010,200910,Academic year,National,E92000001,England,Final,Business studies,Female,4,19,46,74,92,99,12537
2011,201011,Academic year,National,E92000001,England,Final,Business studies,Female,5,19,46,74,92,99,11603
2012,201112,Academic year,National,E92000001,England,Final,Business studies,Female,4,18,46,75,92,99,11555
2013,201213,Academic year,National,E92000001,England,Final,Business studies,Female,4,18,47,76,93,99,11082
2014,201314,Academic year,National,E92000001,England,Final,Business studies,Female,5,17,45,74,92,98,10673
2015,201415,Academic year,National,E92000001,England,Final,Business studies,Female,4,16,44,73,92,99,9779
2016,201516,Academic year,National,E92000001,England,Final,Business studies,Female,4,16,45,74,92,99,10154
2017,201617,Academic year,National,E92000001,England,Final,Business studies,Female,4,16,44,74,92,98,10770
2018,201718,Academic year,National,E92000001,England,Revised,Business studies,Female,4,16.5,45.2,74.3,91.5,97.8,11821
2019,201819,Academic year,National,E92000001,England,Revised,Business studies,Female,3.9,16.5,45.4,74.2,91.3,97.9,11710
2020,201920,Academic year,National,E92000001,England,Final,Business studies,Female,8.2,28.4,60.4,87.3,97.1,99.7,13068
2021,202021,Academic year,National,E92000001,England,Final,Business studies,Female,12.5,35.8,66.3,88.5,96.6,99.5,14111
2022,202122,Academic year,National,E92000001,England,Revised,Business studies,Female,8.8,26.9,60.1,83,94.2,98.3,15483
1996,199596,Academic year,National,E92000001,England,Final,Business studies,Male,NA,8,23,45,67,83,13276
1997,199697,Academic year,National,E92000001,England,Final,Business studies,Male,NA,7,26,50,71,86,14852
1998,199798,Academic year,National,E92000001,England,Final,Business studies,Male,NA,8,27,52,73,87,16062
1999,199899,Academic year,National,E92000001,England,Final,Business studies,Male,NA,8,28,54,75,88,16714
2000,199900,Academic year,National,E92000001,England,Final,Business studies,Male,NA,9,28,54,76,89,16899
2001,200001,Academic year,National,E92000001,England,Final,Business studies,Male,NA,10,32,58,79,91,17040
2002,200102,Academic year,National,E92000001,England,Final,Business studies,Male,NA,10,30,58,82,96,18679
2003,200203,Academic year,National,E92000001,England,Final,Business studies,Male,NA,12,34,62,86,97,19279
2004,200304,Academic year,National,E92000001,England,Final,Business studies,Male,NA,14,37,65,87,97,18623
2005,200405,Academic year,National,E92000001,England,Final,Business studies,Male,NA,15,39,68,89,98,17912
2006,200506,Academic year,National,E92000001,England,Final,Business studies,Male,NA,16,41,69,89,98,17801
2007,200607,Academic year,National,E92000001,England,Final,Business studies,Male,NA,17,43,72,90,98,17454
2008,200708,Academic year,National,E92000001,England,Final,Business studies,Male,NA,17,44,73,92,99,17592
2009,200809,Academic year,National,E92000001,England,Final,Business studies,Male,NA,18,46,74,92,99,18208
2010,200910,Academic year,National,E92000001,England,Final,Business studies,Male,4,16,43,73,92,99,18434
2011,201011,Academic year,National,E92000001,England,Final,Business studies,Male,4,16,43,73,92,99,17173
2012,201112,Academic year,National,E92000001,England,Final,Business studies,Male,3,15,43,73,92,99,16222
2013,201213,Academic year,National,E92000001,England,Final,Business studies,Male,3,14,42,73,92,99,15956
2014,201314,Academic year,National,E92000001,England,Final,Business studies,Male,3,14,41,72,91,98,15032
2015,201415,Academic year,National,E92000001,England,Final,Business studies,Male,3,14,41,72,91,99,14482
2016,201516,Academic year,National,E92000001,England,Final,Business studies,Male,3,13,41,72,91,99,14980
2017,201617,Academic year,National,E92000001,England,Final,Business studies,Male,3,14,43,75,92,98,16280
2018,201718,Academic year,National,E92000001,England,Revised,Business studies,Male,3,14.3,44.7,74.9,91.8,97.9,17798
2019,201819,Academic year,National,E92000001,England,Revised,Business studies,Male,2.8,13.7,43.2,74.1,91.4,97.6,18488
2020,201920,Academic year,National,E92000001,England,Final,Business studies,Male,5.7,23.3,55.1,85.1,96.9,99.6,19450
2021,202021,Academic year,National,E92000001,England,Final,Business studies,Male,8.4,28.8,59.4,85.3,95.8,99.4,20507
2022,202122,Academic year,National,E92000001,England,Revised,Business studies,Male,6.7,23.7,59.4,83.5,94.6,98.4,23001
1996,199596,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,20,41,60,75,87,34677
1997,199697,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,21,43,61,76,88,36429
1998,199798,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,24,45,63,78,89,37103
1999,199899,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,25,46,65,80,91,35831
2000,199900,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,26,48,66,81,91,35290
2001,200001,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,26,48,67,81,92,33871
2002,200102,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,28,51,71,85,95,32324
2003,200203,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,29,53,72,87,96,31065
2004,200304,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,30,55,74,88,97,32130
2005,200405,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,30,55,74,88,97,33164
2006,200506,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,32,56,75,88,97,34534
2007,200607,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,33,57,76,89,97,35077
2008,200708,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,34,59,77,90,97,36328
2009,200809,Academic year,National,E92000001,England,Final,Chemistry,All students,NA,35,59,77,89,98,37141
2010,200910,Academic year,National,E92000001,England,Final,Chemistry,All students,9,34,59,78,90,98,40379
2011,201011,Academic year,National,E92000001,England,Final,Chemistry,All students,10,34,60,79,91,98,43249
2012,201112,Academic year,National,E92000001,England,Final,Chemistry,All students,9,35,61,80,92,99,44729
2013,201213,Academic year,National,E92000001,England,Final,Chemistry,All students,8,34,61,80,92,99,47319
2014,201314,Academic year,National,E92000001,England,Final,Chemistry,All students,9,33,60,79,91,99,47144
2015,201415,Academic year,National,E92000001,England,Final,Chemistry,All students,10,33,60,79,92,99,46625
2016,201516,Academic year,National,E92000001,England,Final,Chemistry,All students,9,33,59,78,91,98,45434
2017,201617,Academic year,National,E92000001,England,Final,Chemistry,All students,9,32,56,76,90,97,46745
2018,201718,Academic year,National,E92000001,England,Revised,Chemistry,All students,8.5,31,54.1,74.1,88.7,96.6,49017
2019,201819,Academic year,National,E92000001,England,Revised,Chemistry,All students,7.5,29,51.9,71.8,86.9,96,53765
2020,201920,Academic year,National,E92000001,England,Final,Chemistry,All students,14.6,43,67.5,86.3,95.8,99.4,51074
2021,202021,Academic year,National,E92000001,England,Final,Chemistry,All students,19,47.9,70,86,94.8,99.3,53659
2022,202122,Academic year,National,E92000001,England,Revised,Chemistry,All students,14,38.6,58.9,75.8,89,97.3,53147
1996,199596,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,21,42,61,76,87,15127
1997,199697,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,22,43,62,77,89,16148
1998,199798,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,24,46,64,79,90,16971
1999,199899,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,25,48,67,82,92,16873
2000,199900,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,27,50,69,83,92,17037
2001,200001,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,27,50,69,83,92,16747
2002,200102,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,30,54,73,87,96,16392
2003,200203,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,31,56,75,88,97,15941
2004,200304,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,31,57,76,89,97,16289
2005,200405,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,31,57,76,89,97,16380
2006,200506,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,33,58,77,90,98,16814
2007,200607,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,33,59,77,90,98,17406
2008,200708,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,34,60,79,91,98,17703
2009,200809,Academic year,National,E92000001,England,Final,Chemistry,Female,NA,35,61,79,91,98,17981
2010,200910,Academic year,National,E92000001,England,Final,Chemistry,Female,9,34,60,79,91,98,19255
2011,201011,Academic year,National,E92000001,England,Final,Chemistry,Female,9,34,60,80,92,99,20431
2012,201112,Academic year,National,E92000001,England,Final,Chemistry,Female,8,35,63,82,93,99,21095
2013,201213,Academic year,National,E92000001,England,Final,Chemistry,Female,8,33,62,81,93,99,22766
2014,201314,Academic year,National,E92000001,England,Final,Chemistry,Female,9,33,60,80,92,99,22823
2015,201415,Academic year,National,E92000001,England,Final,Chemistry,Female,8,32,59,79,92,99,22940
2016,201516,Academic year,National,E92000001,England,Final,Chemistry,Female,8,32,59,78,91,99,22709
2017,201617,Academic year,National,E92000001,England,Final,Chemistry,Female,7,30,55,75,90,97,23736
2018,201718,Academic year,National,E92000001,England,Revised,Chemistry,Female,7.4,29,52.6,73.3,88.5,96.6,25887
2019,201819,Academic year,National,E92000001,England,Revised,Chemistry,Female,6.6,27.6,51.4,71.8,87.2,96.4,28880
2020,201920,Academic year,National,E92000001,England,Final,Chemistry,Female,13.2,42.4,67.9,87,96.2,99.4,27672
2021,202021,Academic year,National,E92000001,England,Final,Chemistry,Female,18.2,48.1,71.4,87.4,95.6,99.4,29120
2022,202122,Academic year,National,E92000001,England,Revised,Chemistry,Female,12.7,36.9,57.7,75.3,89,97.4,29444
1996,199596,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,20,41,59,73,86,19550
1997,199697,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,21,42,60,75,87,20281
1998,199798,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,24,44,62,77,88,20132
1999,199899,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,24,45,64,79,90,18958
2000,199900,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,24,45,64,79,90,18253
2001,200001,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,26,46,65,80,91,17124
2002,200102,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,27,49,68,83,94,15932
2003,200203,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,27,50,70,85,95,15124
2004,200304,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,30,53,72,86,96,15841
2005,200405,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,29,53,72,87,96,16784
2006,200506,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,31,54,73,87,96,17720
2007,200607,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,32,56,74,88,96,17671
2008,200708,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,34,57,76,88,97,18625
2009,200809,Academic year,National,E92000001,England,Final,Chemistry,Male,NA,34,58,75,88,97,19160
2010,200910,Academic year,National,E92000001,England,Final,Chemistry,Male,9,34,58,76,89,98,21124
2011,201011,Academic year,National,E92000001,England,Final,Chemistry,Male,10,35,60,78,91,98,22818
2012,201112,Academic year,National,E92000001,England,Final,Chemistry,Male,10,34,60,78,91,98,23634
2013,201213,Academic year,National,E92000001,England,Final,Chemistry,Male,9,35,61,79,91,98,24553
2014,201314,Academic year,National,E92000001,England,Final,Chemistry,Male,10,34,59,78,91,98,24321
2015,201415,Academic year,National,E92000001,England,Final,Chemistry,Male,11,34,60,79,92,99,23685
2016,201516,Academic year,National,E92000001,England,Final,Chemistry,Male,10,34,60,78,91,98,22725
2017,201617,Academic year,National,E92000001,England,Final,Chemistry,Male,10,34,57,76,90,97,23009
2018,201718,Academic year,National,E92000001,England,Revised,Chemistry,Male,9.7,33.3,55.9,74.9,89,96.6,23129
2019,201819,Academic year,National,E92000001,England,Revised,Chemistry,Male,8.6,30.5,52.6,71.9,86.5,95.6,24885
2020,201920,Academic year,National,E92000001,England,Final,Chemistry,Male,16.3,43.7,67.1,85.4,95.3,99.3,23402
2021,202021,Academic year,National,E92000001,England,Final,Chemistry,Male,19.8,47.6,68.4,84.2,93.8,99.2,24539
2022,202122,Academic year,National,E92000001,England,Revised,Chemistry,Male,15.6,40.8,60.3,76.5,88.9,97.2,23701
2016,201516,Academic year,National,E92000001,England,Final,Chinese,All students,4,44,85,97,99,100,2445
2017,201617,Academic year,National,E92000001,England,Final,Chinese,All students,4,44,86,97,99,99,2517
2018,201718,Academic year,National,E92000001,England,Revised,Chinese,All students,5.2,44,84.7,96.4,98.2,99.3,2816
2019,201819,Academic year,National,E92000001,England,Revised,Chinese,All students,4,38,83.7,95.8,97.8,98.5,1915
2020,201920,Academic year,National,E92000001,England,Final,Chinese,All students,27.6,79.8,96.7,99.2,99.6,99.6,1425
2021,202021,Academic year,National,E92000001,England,Final,Chinese,All students,55.9,89.8,96.6,98.3,98.5,98.5,1122
2022,202122,Academic year,National,E92000001,England,Revised,Chinese,All students,36.5,70.7,93.8,97.9,98.9,99.4,1120
2016,201516,Academic year,National,E92000001,England,Final,Chinese,Female,5,52,89,97,99,100,1346
2017,201617,Academic year,National,E92000001,England,Final,Chinese,Female,6,55,92,98,99,100,1380
2018,201718,Academic year,National,E92000001,England,Revised,Chinese,Female,7.3,53.5,89.6,98.1,98.8,99.6,1543
2019,201819,Academic year,National,E92000001,England,Revised,Chinese,Female,5.8,46,88.1,96.7,98.2,98.7,1038
2020,201920,Academic year,National,E92000001,England,Final,Chinese,Female,34.9,84.3,98,99,99.3,99.3,765
